algo,iter,bitstring_size,val,time
rhc,1,10,0.3558317391446232,0.065438145
rhc,2,10,0.3535173426030011,0.058551655
rhc,3,10,0.3477233259467936,0.037370205
rhc,4,10,0.3558317391446232,0.024552258
rhc,5,10,0.35351734260300116,0.029855289
rhc,6,10,0.3558317391446232,0.025817027
rhc,7,10,0.35583173914462324,0.025523099
rhc,8,10,0.3535173426030011,0.0234
rhc,9,10,0.35351734260300116,0.023394252
rhc,10,10,0.3535173426030011,0.025148753
rhc,11,10,0.3477233259467937,0.026298517
rhc,12,10,0.2872326368670701,0.029734176
rhc,13,10,0.3535173426030011,0.041629314
rhc,14,10,0.3535173426030011,0.041547511
rhc,15,10,0.35351734260300105,0.024169895
rhc,16,10,0.35583173914462324,0.023819874
rhc,17,10,0.3477233259467936,0.023952055
rhc,18,10,0.35351734260300105,0.023616334
rhc,19,10,0.3535173426030011,0.026758361
rhc,20,10,0.35583173914462324,0.024209198
rhc,21,10,0.35583173914462324,0.027390226
rhc,22,10,0.2857527896364843,0.031932879
rhc,23,10,0.3477233259467936,0.030662276
rhc,24,10,0.35351734260300116,0.033528916
rhc,25,10,0.3558317391446233,0.033576403
rhc,26,10,0.35351734260300116,0.023806971
rhc,27,10,0.3558317391446232,0.029508965
rhc,28,10,0.35351734260300116,0.035981917
rhc,29,10,0.3535173426030011,0.054539302
rhc,30,10,0.3477233259467936,0.043962678
sa,1,10,0.3558317391446232,0.233833769
sa,2,10,0.3535173426030011,0.222575015
sa,3,10,0.3477233259467936,0.207252198
sa,4,10,0.3535173426030011,0.205847067
sa,5,10,0.35351734260300116,0.201133268
sa,6,10,0.35351734260300116,0.200713487
sa,7,10,0.3558317391446233,0.202014875
sa,8,10,0.3477233259467937,0.202228458
sa,9,10,0.3558317391446232,0.200541258
sa,10,10,0.34772332594679367,0.20121578
sa,11,10,0.3535173426030011,0.202414814
sa,12,10,0.35351734260300116,0.199980693
sa,13,10,0.35351734260300116,0.199490866
sa,14,10,0.3558317391446232,0.202652598
sa,15,10,0.3535173426030011,0.198220563
sa,16,10,0.3477233259467937,0.191129996
sa,17,10,0.35583173914462324,0.192902997
sa,18,10,0.3558317391446232,0.193120913
sa,19,10,0.35351734260300116,0.195609372
sa,20,10,0.3558317391446232,0.191635579
sa,21,10,0.3535173426030011,0.193009783
sa,22,10,0.3477233259467936,0.197770874
sa,23,10,0.2857527896364844,0.195206932
sa,24,10,0.2872326368670701,0.206620422
sa,25,10,0.34772332594679367,0.200040802
sa,26,10,0.34772332594679367,0.199501488
sa,27,10,0.3558317391446232,0.195705295
sa,28,10,0.3477233259467936,0.20579378
sa,29,10,0.35351734260300116,0.197601212
sa,30,10,0.2857527896364844,0.198700024
ga,1,10,0.3477233259467937,0.139129729
ga,2,10,0.35073982979981305,0.117636711
ga,3,10,0.34772332594679367,0.110018162
ga,4,10,0.3558317391446232,0.100795798
ga,5,10,0.35073982979981305,0.102114428
ga,6,10,0.34772332594679367,0.097580551
ga,7,10,0.3507398297998131,0.101943096
ga,8,10,0.35583173914462324,0.098925304
ga,9,10,0.3535173426030011,0.098131976
