algo,iter,bitstring_size,val,time
mimic,28,50,47.0,1.280021688
mimic,29,50,47.0,1.285135991
mimic,30,50,48.0,1.419198634
rhc,1,100,74.0,0.037945044
rhc,2,100,85.0,0.035692123
rhc,3,100,81.0,0.04368584
rhc,4,100,77.0,0.045975309
rhc,5,100,84.0,0.051193542
rhc,6,100,87.0,0.051157368
rhc,7,100,84.0,0.048965908
rhc,8,100,81.0,0.043981828
rhc,9,100,86.0,0.040117036
rhc,10,100,83.0,0.0455837
rhc,11,100,81.0,0.053323561
rhc,12,100,83.0,0.04344082
rhc,13,100,76.0,0.04131137
rhc,14,100,79.0,0.041529802
rhc,15,100,82.0,0.046515135
rhc,16,100,79.0,0.04982616
rhc,17,100,86.0,0.046588799
rhc,18,100,79.0,0.041882187
rhc,19,100,86.0,0.044231567
rhc,20,100,75.0,0.044392249
rhc,21,100,80.0,0.047566565
rhc,22,100,85.0,0.047622257
rhc,23,100,79.0,0.041643224
rhc,24,100,81.0,0.047296069
rhc,25,100,79.0,0.048496441
rhc,26,100,83.0,0.047962626
rhc,27,100,75.0,0.048029707
rhc,28,100,80.0,0.044350375
rhc,29,100,87.0,0.043196459
rhc,30,100,82.0,0.044269518
sa,1,100,99.0,0.146040032
sa,2,100,98.0,0.152250287
sa,3,100,98.0,0.164440122
sa,4,100,99.0,0.155421129
sa,5,100,99.0,0.146916592
sa,6,100,99.0,0.148954567
sa,7,100,98.0,0.143032811
sa,8,100,98.0,0.145378601
sa,9,100,99.0,0.142676621
sa,10,100,99.0,0.150578578
sa,11,100,99.0,0.14470682
sa,12,100,99.0,0.15210217
sa,13,100,99.0,0.148976609
sa,14,100,98.0,0.157466512
sa,15,100,98.0,0.151979902
sa,16,100,99.0,0.184710602
sa,17,100,99.0,0.18015583
sa,18,100,98.0,0.181456484
sa,19,100,99.0,0.181269337
sa,20,100,99.0,0.156691407
sa,21,100,99.0,0.147697122
sa,22,100,98.0,0.161234461
sa,23,100,99.0,0.148474533
sa,24,100,99.0,0.168718944
sa,25,100,98.0,0.187933623
sa,26,100,99.0,0.188845994
sa,27,100,98.0,0.178849793
sa,28,100,99.0,0.178061645
sa,29,100,99.0,0.159064409
sa,30,100,99.0,0.165079268
ga,1,100,87.0,0.084418386
ga,2,100,84.0,0.085604116
ga,3,100,88.0,0.094465733
ga,4,100,92.0,0.083665649
ga,5,100,89.0,0.08327634
ga,6,100,93.0,0.090090213
ga,7,100,92.0,0.088500096
ga,8,100,88.0,0.113251214
ga,9,100,89.0,0.091926569
ga,10,100,88.0,0.089368737
ga,11,100,90.0,0.087951198
ga,12,100,88.0,0.087882539
ga,13,100,88.0,0.086573729
ga,14,100,87.0,0.083866126
ga,15,100,85.0,0.081981434
ga,16,100,92.0,0.094595512
ga,17,100,86.0,0.094797566
ga,18,100,86.0,0.090220185
ga,19,100,86.0,0.087494332
ga,20,100,89.0,0.097733836
ga,21,100,86.0,0.086598354
ga,22,100,84.0,0.086900081
ga,23,100,90.0,0.092935651
ga,24,100,86.0,0.081438452
ga,25,100,87.0,0.091353954
ga,26,100,87.0,0.085575914
ga,27,100,86.0,0.095113373
ga,28,100,91.0,0.092962462
ga,29,100,88.0,0.096218367
ga,30,100,87.0,0.107116736
mimic,1,100,96.0,3.741505159
mimic,2,100,96.0,3.738708386
mimic,3,100,91.0,3.800475984
mimic,4,100,95.0,4.148864815
mimic,5,100,93.0,4.049381957
mimic,6,100,94.0,4.191255608
mimic,7,100,93.0,3.853580273
mimic,8,100,96.0,3.723656064
mimic,9,100,94.0,4.096454198
mimic,10,100,94.0,4.0154008
mimic,11,100,93.0,3.993298796
mimic,12,100,92.0,3.894976806
mimic,13,100,95.0,3.741964501
mimic,14,100,92.0,3.939879671
mimic,15,100,93.0,3.915509401
mimic,16,100,94.0,3.815761823
mimic,17,100,91.0,3.738211217
mimic,18,100,96.0,3.694120147
mimic,19,100,93.0,3.858986981
mimic,20,100,95.0,3.752092317
mimic,21,100,94.0,3.913688044
mimic,22,100,94.0,3.822823898
mimic,23,100,93.0,3.654802575
mimic,24,100,92.0,3.875490576
mimic,25,100,94.0,3.73560115
mimic,26,100,94.0,3.658303627
mimic,27,100,96.0,3.635803877
mimic,28,100,95.0,3.762898488
mimic,29,100,93.0,3.698865019
mimic,30,100,95.0,3.890062768
rhc,1,200,158.0,0.088913042
rhc,2,200,163.0,0.079831476
rhc,3,200,168.0,0.088493327
rhc,4,200,163.0,0.075981139
rhc,5,200,163.0,0.076560677
rhc,6,200,162.0,0.08669277
rhc,7,200,164.0,0.089314934
rhc,8,200,160.0,0.076432475
rhc,9,200,152.0,0.082310206
rhc,10,200,159.0,0.083728363
rhc,11,200,168.0,0.075521344
rhc,12,200,164.0,0.084122939
rhc,13,200,171.0,0.08418442
rhc,14,200,165.0,0.077343193
rhc,15,200,163.0,0.088447301
rhc,16,200,163.0,0.093630776
rhc,17,200,166.0,0.094867552
rhc,18,200,159.0,0.103922717
rhc,19,200,153.0,0.099840092
rhc,20,200,166.0,0.098723706
rhc,21,200,169.0,0.105908523
rhc,22,200,162.0,0.091733192
rhc,23,200,168.0,0.09121791
rhc,24,200,163.0,0.090060927
rhc,25,200,163.0,0.079530352
rhc,26,200,163.0,0.083666144
rhc,27,200,162.0,0.087422246
rhc,28,200,167.0,0.08258967
rhc,29,200,164.0,0.083121115
rhc,30,200,168.0,0.0971123
sa,1,200,199.0,0.204678988
sa,2,200,198.0,0.180228913
sa,3,200,198.0,0.187075466
sa,4,200,196.0,0.179987245
sa,5,200,198.0,0.177843571
sa,6,200,199.0,0.182541818
sa,7,200,198.0,0.184350862
sa,8,200,197.0,0.194507116
sa,9,200,197.0,0.182451047
sa,10,200,196.0,0.176447923
sa,11,200,197.0,0.17981025
sa,12,200,197.0,0.183948295
sa,13,200,199.0,0.187948479
sa,14,200,198.0,0.180002964
sa,15,200,199.0,0.198737694
sa,16,200,198.0,0.186821614
sa,17,200,197.0,0.179723933
sa,18,200,198.0,0.189081129
sa,19,200,196.0,0.191140454
sa,20,200,199.0,0.188743723
sa,21,200,195.0,0.18639789
sa,22,200,198.0,0.184774197
sa,23,200,197.0,0.187306494
sa,24,200,199.0,0.186024717
sa,25,200,197.0,0.198707794
sa,26,200,198.0,0.191969706
sa,27,200,197.0,0.19026687
sa,28,200,197.0,0.17843478
sa,29,200,196.0,0.197408156
sa,30,200,197.0,0.204479541
ga,1,200,162.0,0.129104038
ga,2,200,151.0,0.137134834
ga,3,200,159.0,0.158066318
ga,4,200,158.0,0.136952752
ga,5,200,158.0,0.149175786
ga,6,200,163.0,0.159149749
ga,7,200,162.0,0.131876325
ga,8,200,154.0,0.154844598
ga,9,200,157.0,0.143381478
ga,10,200,156.0,0.182190257
ga,11,200,157.0,0.179194096
ga,12,200,161.0,0.148369214
ga,13,200,157.0,0.141737736
ga,14,200,161.0,0.144277507
ga,15,200,158.0,0.148555325
ga,16,200,159.0,0.197862181
ga,17,200,158.0,0.180020799
ga,18,200,160.0,0.204082066
ga,19,200,159.0,0.155651406
ga,20,200,160.0,0.151701963
ga,21,200,153.0,0.146615607
ga,22,200,166.0,0.234175938
ga,23,200,159.0,0.223903614
ga,24,200,156.0,0.147280779
ga,25,200,156.0,0.184428462
ga,26,200,158.0,0.13975577
ga,27,200,151.0,0.15518637
ga,28,200,165.0,0.150293357
ga,29,200,156.0,0.146560716
ga,30,200,157.0,0.137952799
mimic,1,200,189.0,12.092583543
mimic,2,200,185.0,12.403761549
mimic,3,200,186.0,12.314455195
mimic,4,200,187.0,12.217871895
mimic,5,200,188.0,11.636166013
mimic,6,200,187.0,12.196649037
mimic,7,200,190.0,11.836259412
mimic,8,200,187.0,11.562443697
mimic,9,200,188.0,12.037693834
mimic,10,200,184.0,11.859918413
mimic,11,200,184.0,11.55962192
mimic,12,200,187.0,11.741526033
mimic,13,200,188.0,11.391557274
mimic,14,200,188.0,11.712408833
mimic,15,200,187.0,11.662888445
mimic,16,200,188.0,12.310698558
mimic,17,200,186.0,11.86742551
mimic,18,200,191.0,11.716486158
mimic,19,200,186.0,12.859927908
mimic,20,200,187.0,13.026274817
mimic,21,200,187.0,12.661492387
mimic,22,200,188.0,12.562943348
mimic,23,200,183.0,12.989192241
mimic,24,200,189.0,13.275159439
mimic,25,200,190.0,12.330370495
mimic,26,200,188.0,13.085842686
mimic,27,200,190.0,12.948491831
mimic,28,200,188.0,12.995037365
mimic,29,200,187.0,14.250185285
mimic,30,200,190.0,12.67571064
