units,iter,algo,acc,time
100,125,RHC,0.674884437596302,0.017077211
100,126,RHC,0.674884437596302,0.016951882
100,127,RHC,0.674884437596302,0.018003093
100,128,RHC,0.674884437596302,0.017366271
100,129,RHC,0.6733436055469953,0.018529185
100,130,RHC,0.6733436055469953,0.016558607
100,131,RHC,0.6733436055469953,0.017841779
100,132,RHC,0.6733436055469953,0.017264316
100,133,RHC,0.674884437596302,0.018565501
100,134,RHC,0.6764252696456087,0.017212939
100,135,RHC,0.6764252696456087,0.01741931
100,136,RHC,0.674884437596302,0.018522914
100,137,RHC,0.674884437596302,0.017648929
100,138,RHC,0.674884437596302,0.017614055
100,139,RHC,0.674884437596302,0.017021684
100,140,RHC,0.6764252696456087,0.018071955
100,141,RHC,0.6764252696456087,0.017572985
100,142,RHC,0.6764252696456087,0.016984265
100,143,RHC,0.6764252696456087,0.017870299
100,144,RHC,0.6764252696456087,0.017786284
100,145,RHC,0.6764252696456087,0.018536196
100,146,RHC,0.6764252696456087,0.017248209
100,147,RHC,0.6764252696456087,0.017053964
100,148,RHC,0.6764252696456087,0.016822982
100,149,RHC,0.6764252696456087,0.017828907
100,150,RHC,0.6764252696456087,0.020478137
100,151,RHC,0.6764252696456087,0.016368381
100,152,RHC,0.6764252696456087,0.015745123
100,153,RHC,0.6764252696456087,0.016626339
100,154,RHC,0.6764252696456087,0.016208233
100,155,RHC,0.6764252696456087,0.016655472
100,156,RHC,0.6764252696456087,0.019157102
100,157,RHC,0.6764252696456087,0.016475572
100,158,RHC,0.6764252696456087,0.016623265
100,159,RHC,0.6764252696456087,0.017354143
100,160,RHC,0.6764252696456087,0.016398621
100,161,RHC,0.6764252696456087,0.018210066
100,162,RHC,0.6764252696456087,0.016897959
100,163,RHC,0.6733436055469953,0.01634108
100,164,RHC,0.6733436055469953,0.01860792
100,165,RHC,0.6733436055469953,0.018314881
100,166,RHC,0.6764252696456087,0.01665046
100,167,RHC,0.6779661016949152,0.017442165
100,168,RHC,0.6779661016949152,0.016504471
100,169,RHC,0.6779661016949152,0.016952424
100,170,RHC,0.6779661016949152,0.016732888
100,171,RHC,0.6779661016949152,0.017067071
100,172,RHC,0.674884437596302,0.018026539
100,173,RHC,0.674884437596302,0.016831749
100,174,RHC,0.674884437596302,0.016871153
100,175,RHC,0.674884437596302,0.016634428
100,176,RHC,0.674884437596302,0.01682539
100,177,RHC,0.674884437596302,0.017009946
100,178,RHC,0.674884437596302,0.016807554
100,179,RHC,0.6764252696456087,0.017241698
100,180,RHC,0.6764252696456087,0.016905469
100,181,RHC,0.6764252696456087,0.016772091
100,182,RHC,0.6764252696456087,0.016714902
100,183,RHC,0.6764252696456087,0.016441422
100,184,RHC,0.6779661016949152,0.016715252
100,185,RHC,0.6810477657935285,0.016725763
100,186,RHC,0.6810477657935285,0.01670016
100,187,RHC,0.6810477657935285,0.016340743
100,188,RHC,0.6810477657935285,0.016430638
100,189,RHC,0.6810477657935285,0.018288772
100,190,RHC,0.6810477657935285,0.018733484
100,191,RHC,0.6795069337442219,0.018333829
100,192,RHC,0.6795069337442219,0.018579935
100,193,RHC,0.6795069337442219,0.018446106
100,194,RHC,0.6795069337442219,0.016381855
100,195,RHC,0.6795069337442219,0.018058464
100,196,RHC,0.6795069337442219,0.017409323
100,197,RHC,0.6795069337442219,0.016070203
100,198,RHC,0.6779661016949152,0.019507706
100,199,RHC,0.6779661016949152,0.016771432
100,200,RHC,0.6779661016949152,0.015912089
100,1,SA,0.44838212634822805,0.02040303
100,2,SA,0.44838212634822805,0.021073266
100,3,SA,0.44838212634822805,0.020239759
100,4,SA,0.44838212634822805,0.020042622
100,5,SA,0.44838212634822805,0.021500736
100,6,SA,0.44838212634822805,0.017023335
100,7,SA,0.43297380585516176,0.018398309
100,8,SA,0.43297380585516176,0.017754241
100,9,SA,0.43297380585516176,0.016618545
100,10,SA,0.43297380585516176,0.018201944
100,11,SA,0.4345146379044684,0.016200746
100,12,SA,0.4422187981510015,0.016148066
100,13,SA,0.4422187981510015,0.022012521
100,14,SA,0.4422187981510015,0.017769678
100,15,SA,0.4406779661016949,0.017301148
100,16,SA,0.4391371340523883,0.01694799
100,17,SA,0.4391371340523883,0.018374923
100,18,SA,0.4391371340523883,0.02255296
100,19,SA,0.43759630200308164,0.016134464
100,20,SA,0.43759630200308164,0.022568149
100,21,SA,0.43759630200308164,0.020871629
100,22,SA,0.4391371340523883,0.018184831
100,23,SA,0.4406779661016949,0.021384799
100,24,SA,0.4391371340523883,0.022958377
100,25,SA,0.4391371340523883,0.018728839
100,26,SA,0.4391371340523883,0.020096623
100,27,SA,0.4422187981510015,0.01826783
100,28,SA,0.4453004622496148,0.018006655
100,29,SA,0.4437596302003082,0.020518568
100,30,SA,0.44992295839753466,0.017903275
100,31,SA,0.44992295839753466,0.016599157
100,32,SA,0.44992295839753466,0.018267067
100,33,SA,0.4391371340523883,0.020877993
100,34,SA,0.4391371340523883,0.017370246
100,35,SA,0.4406779661016949,0.019523803
100,36,SA,0.4406779661016949,0.020233403
100,37,SA,0.4345146379044684,0.021905684
100,38,SA,0.4345146379044684,0.017567758
100,39,SA,0.4345146379044684,0.017283759
100,40,SA,0.4345146379044684,0.017530344
100,41,SA,0.4345146379044684,0.016468326
100,42,SA,0.4345146379044684,0.017574351
100,43,SA,0.4406779661016949,0.018052938
100,44,SA,0.4422187981510015,0.020275779
100,45,SA,0.4437596302003082,0.017353904
100,46,SA,0.4437596302003082,0.017943122
100,47,SA,0.4437596302003082,0.017306934
100,48,SA,0.4437596302003082,0.019331538
100,49,SA,0.4437596302003082,0.017115127
100,50,SA,0.4422187981510015,0.021923923
100,51,SA,0.4422187981510015,0.017644613
100,52,SA,0.4391371340523883,0.01599621
100,53,SA,0.4391371340523883,0.016908313
100,54,SA,0.4391371340523883,0.01694872
100,55,SA,0.4391371340523883,0.017931475
100,56,SA,0.4391371340523883,0.01982185
100,57,SA,0.4391371340523883,0.016939919
100,58,SA,0.43759630200308164,0.017915427
100,59,SA,0.4345146379044684,0.016357941
100,60,SA,0.43143297380585516,0.018467033
100,61,SA,0.4345146379044684,0.016789273
100,62,SA,0.4437596302003082,0.016888325
100,63,SA,0.4437596302003082,0.018078568
100,64,SA,0.4745762711864407,0.01976981
100,65,SA,0.47303543913713403,0.016659216
100,66,SA,0.47303543913713403,0.016552917
100,67,SA,0.4745762711864407,0.020763068
100,68,SA,0.4745762711864407,0.016236858
100,69,SA,0.4761171032357473,0.017611944
100,70,SA,0.4761171032357473,0.019197694
100,71,SA,0.4761171032357473,0.017626939
100,72,SA,0.4761171032357473,0.017997569
100,73,SA,0.4776579352850539,0.016982688
100,74,SA,0.4899845916795069,0.016394498
100,75,SA,0.4915254237288136,0.01647068
100,76,SA,0.5007704160246533,0.016575435
100,77,SA,0.49614791987673346,0.018934447
100,78,SA,0.49614791987673346,0.018544066
100,79,SA,0.44684129429892144,0.017783016
100,80,SA,0.4422187981510015,0.019166517
100,81,SA,0.4422187981510015,0.016674308
100,82,SA,0.4422187981510015,0.016145675
100,83,SA,0.4422187981510015,0.016483454
100,84,SA,0.4422187981510015,0.01616442
100,85,SA,0.4422187981510015,0.017577738
100,86,SA,0.4422187981510015,0.016544089
100,87,SA,0.4422187981510015,0.017107462
100,88,SA,0.44684129429892144,0.018735597
100,89,SA,0.44684129429892144,0.018344163
100,90,SA,0.4530046224961479,0.016721543
100,91,SA,0.4530046224961479,0.016304781
100,92,SA,0.4453004622496148,0.016200718
100,93,SA,0.4453004622496148,0.016844543
100,94,SA,0.44838212634822805,0.018472983
100,95,SA,0.44838212634822805,0.017133279
100,96,SA,0.44992295839753466,0.015880266
100,97,SA,0.44838212634822805,0.017598588
100,98,SA,0.44838212634822805,0.018562374
100,99,SA,0.4453004622496148,0.018478114
100,100,SA,0.4453004622496148,0.016997481
100,101,SA,0.4453004622496148,0.022218756
100,102,SA,0.4560862865947612,0.01636627
100,103,SA,0.4560862865947612,0.016482629
100,104,SA,0.4560862865947612,0.016213592
100,105,SA,0.4560862865947612,0.016490088
100,106,SA,0.46687211093990755,0.016380577
100,107,SA,0.46687211093990755,0.017767473
100,108,SA,0.46687211093990755,0.016681108
100,109,SA,0.46533127889060094,0.016771636
100,110,SA,0.46533127889060094,0.016608327
100,111,SA,0.46533127889060094,0.021578607
100,112,SA,0.4576271186440678,0.016874847
100,113,SA,0.4576271186440678,0.017968814
100,114,SA,0.4576271186440678,0.018655083
100,115,SA,0.4560862865947612,0.017159323
100,116,SA,0.4576271186440678,0.016108956
100,117,SA,0.4576271186440678,0.022336509
100,118,SA,0.4576271186440678,0.017704193
100,119,SA,0.45454545454545453,0.016013366
100,120,SA,0.45454545454545453,0.018002609
100,121,SA,0.4391371340523883,0.018707235
100,122,SA,0.4391371340523883,0.021588671
100,123,SA,0.43605546995377503,0.022408176
100,124,SA,0.43605546995377503,0.022132398
100,125,SA,0.43605546995377503,0.018406051
100,126,SA,0.4514637904468413,0.020025316
100,127,SA,0.4514637904468413,0.016388652
100,128,SA,0.4514637904468413,0.016322766
100,129,SA,0.4514637904468413,0.021361146
100,130,SA,0.4530046224961479,0.016805004
100,131,SA,0.45454545454545453,0.016989206
100,132,SA,0.4514637904468413,0.016662768
100,133,SA,0.4530046224961479,0.016759131
100,134,SA,0.4530046224961479,0.016596059
100,135,SA,0.4514637904468413,0.016238234
100,136,SA,0.43297380585516176,0.01788049
100,137,SA,0.4422187981510015,0.019451656
100,138,SA,0.4406779661016949,0.016554484
100,139,SA,0.4406779661016949,0.016663395
100,140,SA,0.4406779661016949,0.019976691
100,141,SA,0.4560862865947612,0.018738331
100,142,SA,0.4560862865947612,0.023096225
100,143,SA,0.4560862865947612,0.018363153
100,144,SA,0.4576271186440678,0.016625111
100,145,SA,0.4591679506933744,0.016074206
100,146,SA,0.4591679506933744,0.017180059
100,147,SA,0.4591679506933744,0.015893827
100,148,SA,0.4591679506933744,0.018427482
100,149,SA,0.5238828967642527,0.018256815
100,150,SA,0.5208012326656395,0.017244493
100,151,SA,0.522342064714946,0.017194394
100,152,SA,0.522342064714946,0.018363529
100,153,SA,0.5208012326656395,0.016320375
100,154,SA,0.5100154083204931,0.016119668
100,155,SA,0.5100154083204931,0.018673961
100,156,SA,0.5100154083204931,0.018119464
100,157,SA,0.5100154083204931,0.017479334
100,158,SA,0.5100154083204931,0.016699599
100,159,SA,0.5100154083204931,0.016888022
100,160,SA,0.5100154083204931,0.017947993
100,161,SA,0.5100154083204931,0.018607676
100,162,SA,0.5100154083204931,0.018191204
100,163,SA,0.5100154083204931,0.022454
100,164,SA,0.5100154083204931,0.016257899
100,165,SA,0.5100154083204931,0.01645942
100,166,SA,0.5177195685670262,0.015992551
100,167,SA,0.5177195685670262,0.018980967
100,168,SA,0.5177195685670262,0.018006279
100,169,SA,0.5161787365177196,0.01735319
100,170,SA,0.5161787365177196,0.016363516
100,171,SA,0.5161787365177196,0.016782312
100,172,SA,0.5161787365177196,0.016266964
100,173,SA,0.5130970724191063,0.018488437
100,174,SA,0.514637904468413,0.01882646
100,175,SA,0.514637904468413,0.017594004
100,176,SA,0.514637904468413,0.015995476
100,177,SA,0.514637904468413,0.02137719
100,178,SA,0.514637904468413,0.017611749
100,179,SA,0.514637904468413,0.017252193
100,180,SA,0.5177195685670262,0.018980563
100,181,SA,0.5177195685670262,0.018041263
100,182,SA,0.5130970724191063,0.020937088
100,183,SA,0.5130970724191063,0.017636033
100,184,SA,0.5130970724191063,0.01654179
100,185,SA,0.5115562403697997,0.01820241
100,186,SA,0.5115562403697997,0.018893261
100,187,SA,0.5115562403697997,0.02183383
100,188,SA,0.5115562403697997,0.016140994
100,189,SA,0.514637904468413,0.016298473
100,190,SA,0.514637904468413,0.016096534
100,191,SA,0.5161787365177196,0.021789332
100,192,SA,0.5161787365177196,0.018848242
100,193,SA,0.5161787365177196,0.017733295
100,194,SA,0.5161787365177196,0.017240713
100,195,SA,0.5161787365177196,0.018220218
100,196,SA,0.5161787365177196,0.01665018
100,197,SA,0.5161787365177196,0.016565588
100,198,SA,0.5177195685670262,0.019883125
100,199,SA,0.5177195685670262,0.019542269
100,200,SA,0.5177195685670262,0.018233947
100,1,GA,0.7057010785824345,1.819175201
100,2,GA,0.7057010785824345,1.789760828
100,3,GA,0.7057010785824345,1.797659642
100,4,GA,0.7057010785824345,1.771833228
100,5,GA,0.7057010785824345,1.772792988
100,6,GA,0.7072419106317411,1.7585291
100,7,GA,0.7072419106317411,1.832819088
100,8,GA,0.7272727272727273,1.730121291
100,9,GA,0.7072419106317411,1.756925082
100,10,GA,0.6933744221879815,1.78930701
100,11,GA,0.7211093990755008,1.781886945
100,12,GA,0.7072419106317411,1.794393224
100,13,GA,0.6979969183359014,1.74210977
100,14,GA,0.6902927580893683,1.745384218
100,15,GA,0.7072419106317411,1.76430013
100,16,GA,0.6902927580893683,1.799732598
100,17,GA,0.6902927580893683,1.822569161
100,18,GA,0.6902927580893683,1.767556444
100,19,GA,0.7164869029275809,1.826163216
100,20,GA,0.7180277349768875,1.778436726
100,21,GA,0.7180277349768875,1.863519231
100,22,GA,0.7180277349768875,1.79253008
100,23,GA,0.7180277349768875,1.840944355
100,24,GA,0.7180277349768875,1.845867609
100,25,GA,0.7164869029275809,1.893224334
100,26,GA,0.7164869029275809,1.853869933
100,27,GA,0.724191063174114,1.831788518
100,28,GA,0.7149460708782742,1.876527324
100,29,GA,0.7149460708782742,1.907180524
100,30,GA,0.7180277349768875,1.795852035
100,31,GA,0.7149460708782742,1.859194597
100,32,GA,0.7057010785824345,1.762402457
100,33,GA,0.724191063174114,1.820629028
100,34,GA,0.7226502311248074,1.787370016
100,35,GA,0.7164869029275809,1.814561178
100,36,GA,0.7164869029275809,1.750904975
100,37,GA,0.6902927580893683,1.796873431
100,38,GA,0.7057010785824345,1.786706574
100,39,GA,0.7257318952234206,1.86639442
100,40,GA,0.7010785824345146,1.763265633
100,41,GA,0.7010785824345146,1.778129392
100,42,GA,0.7180277349768875,1.817026786
100,43,GA,0.7010785824345146,1.891936583
100,44,GA,0.7010785824345146,1.820056944
100,45,GA,0.7719568567026194,1.686670079
100,46,GA,0.7719568567026194,1.839840184
100,47,GA,0.7719568567026194,1.762698544
100,48,GA,0.7195685670261941,1.800527381
100,49,GA,0.6841294298921418,1.778967179
100,50,GA,0.7195685670261941,1.785032622
100,51,GA,0.7164869029275809,1.79697366
100,52,GA,0.7257318952234206,1.794556153
100,53,GA,0.736517719568567,1.830921986
100,54,GA,0.7442218798151001,1.759464435
100,55,GA,0.7442218798151001,1.896802547
100,56,GA,0.736517719568567,1.937444918
100,57,GA,0.7611710323574731,1.824034163
100,58,GA,0.7180277349768875,1.878886803
100,59,GA,0.7180277349768875,1.860871715
100,60,GA,0.7211093990755008,1.931512413
100,61,GA,0.7134052388289677,1.923084302
100,62,GA,0.7211093990755008,1.949632851
100,63,GA,0.7134052388289677,1.845163205
100,64,GA,0.7272727272727273,1.934177975
100,65,GA,0.7411402157164869,1.871812641
100,66,GA,0.7411402157164869,1.874712178
100,67,GA,0.7411402157164869,1.886637653
100,68,GA,0.7411402157164869,1.923282617
100,69,GA,0.7411402157164869,1.940755029
100,70,GA,0.736517719568567,1.964448831
100,71,GA,0.724191063174114,2.068763422
100,72,GA,0.7211093990755008,2.013875773
100,73,GA,0.7288135593220338,1.918315901
100,74,GA,0.7288135593220338,1.888497814
100,75,GA,0.7550077041602465,1.821269091
100,76,GA,0.7426810477657936,2.013931904
100,77,GA,0.7303543913713405,1.928162145
100,78,GA,0.7719568567026194,1.861859491
100,79,GA,0.7719568567026194,1.943657816
100,80,GA,0.7719568567026194,1.863638349
100,81,GA,0.7519260400616333,1.879204459
100,82,GA,0.7349768875192604,1.851092099
100,83,GA,0.7457627118644068,1.968340819
100,84,GA,0.7442218798151001,1.947190127
100,85,GA,0.7442218798151001,1.856810149
100,86,GA,0.7442218798151001,1.9344679
100,87,GA,0.7442218798151001,1.926025569
100,88,GA,0.7503852080123267,1.890629764
100,89,GA,0.7503852080123267,1.895700058
100,90,GA,0.7503852080123267,1.943904221
100,91,GA,0.7334360554699538,1.854985283
100,92,GA,0.7411402157164869,1.858034481
100,93,GA,0.7534668721109399,1.898166483
100,94,GA,0.7565485362095532,1.906226987
100,95,GA,0.7565485362095532,1.914524846
100,96,GA,0.7565485362095532,1.903548719
100,97,GA,0.7565485362095532,1.926826911
100,98,GA,0.7565485362095532,2.003798825
100,99,GA,0.7565485362095532,1.879929273
100,100,GA,0.7565485362095532,1.888056269
100,101,GA,0.7565485362095532,1.944635011
100,102,GA,0.7457627118644068,1.911161621
100,103,GA,0.7503852080123267,1.857122485
100,104,GA,0.7395993836671803,1.918710434
100,105,GA,0.7596302003081664,1.873584167
100,106,GA,0.7457627118644068,1.850320016
100,107,GA,0.7303543913713405,1.829850547
100,108,GA,0.7303543913713405,1.816199356
100,109,GA,0.7565485362095532,1.910393484
100,110,GA,0.7580893682588598,1.832023485
100,111,GA,0.7580893682588598,1.840383244
100,112,GA,0.7580893682588598,1.8737621
100,113,GA,0.7580893682588598,1.821796182
100,114,GA,0.7395993836671803,1.832253382
100,115,GA,0.7503852080123267,1.838485742
100,116,GA,0.7503852080123267,1.877039204
100,117,GA,0.7611710323574731,1.842525647
100,118,GA,0.7596302003081664,1.868975336
100,119,GA,0.7596302003081664,1.823545423
100,120,GA,0.7673343605546995,1.871066579
100,121,GA,0.7519260400616333,1.859182866
100,122,GA,0.7565485362095532,1.95704471
100,123,GA,0.7611710323574731,1.869156255
100,124,GA,0.7318952234206472,1.87157068
100,125,GA,0.7318952234206472,1.816292518
100,126,GA,0.7334360554699538,1.987202104
100,127,GA,0.7688751926040062,1.928868485
100,128,GA,0.7349768875192604,2.09861291
100,129,GA,0.7318952234206472,2.07101347
100,130,GA,0.7503852080123267,1.92465881
100,131,GA,0.7503852080123267,1.760522386
100,132,GA,0.7503852080123267,1.773031034
100,133,GA,0.7503852080123267,1.784275832
100,134,GA,0.7642526964560863,1.795395318
100,135,GA,0.7503852080123267,1.756395406
100,136,GA,0.7503852080123267,1.823623288
100,137,GA,0.7550077041602465,1.74293093
100,138,GA,0.7503852080123267,1.756776658
100,139,GA,0.765793528505393,1.762026109
100,140,GA,0.7503852080123267,1.780876019
100,141,GA,0.7596302003081664,1.742516111
100,142,GA,0.7596302003081664,1.785453974
100,143,GA,0.7596302003081664,1.819342247
100,144,GA,0.7596302003081664,1.801120037
100,145,GA,0.7565485362095532,1.837767995
100,146,GA,0.7473035439137135,1.713222142
100,147,GA,0.7611710323574731,1.752887725
100,148,GA,0.7642526964560863,1.754516694
100,149,GA,0.7642526964560863,1.777796149
100,150,GA,0.7673343605546995,1.814376443
100,151,GA,0.7673343605546995,1.730685939
100,152,GA,0.7673343605546995,1.766468077
100,153,GA,0.7673343605546995,1.771837862
100,154,GA,0.7550077041602465,1.786143626
100,155,GA,0.7426810477657936,1.738170063
100,156,GA,0.7426810477657936,1.792161375
100,157,GA,0.7565485362095532,1.73438301
100,158,GA,0.7442218798151001,1.900990998
100,159,GA,0.74884437596302,1.757619326
100,160,GA,0.7534668721109399,1.755196846
100,161,GA,0.7519260400616333,1.76104668
100,162,GA,0.7642526964560863,1.819803725
100,163,GA,0.7642526964560863,1.735603905
100,164,GA,0.7642526964560863,1.774950479
100,165,GA,0.7642526964560863,1.744560299
100,166,GA,0.7303543913713405,1.76822723
100,167,GA,0.7596302003081664,1.783891334
100,168,GA,0.7303543913713405,1.784704617
100,169,GA,0.74884437596302,1.746605537
100,170,GA,0.7642526964560863,1.713816992
100,171,GA,0.7519260400616333,1.706741494
100,172,GA,0.7519260400616333,1.724889684
100,173,GA,0.7519260400616333,1.742191097
100,174,GA,0.7519260400616333,1.722775808
100,175,GA,0.7226502311248074,1.812278277
100,176,GA,0.7627118644067796,1.759744395
100,177,GA,0.7503852080123267,1.784368538
100,178,GA,0.7580893682588598,1.795123148
100,179,GA,0.7580893682588598,1.719592578
100,180,GA,0.7565485362095532,1.794205961
100,181,GA,0.7688751926040062,1.773572136
100,182,GA,0.7688751926040062,1.778847058
100,183,GA,0.7688751926040062,1.802042115
100,184,GA,0.765793528505393,1.715940458
100,185,GA,0.765793528505393,1.752521515
100,186,GA,0.765793528505393,1.782439164
100,187,GA,0.765793528505393,1.732801632
100,188,GA,0.765793528505393,1.746143429
100,189,GA,0.7565485362095532,1.817731494
100,190,GA,0.7534668721109399,1.810522103
100,191,GA,0.7565485362095532,1.772072898
100,192,GA,0.7565485362095532,1.941160674
100,193,GA,0.7688751926040062,1.798744912
100,194,GA,0.7673343605546995,1.910136166
100,195,GA,0.7596302003081664,1.956498788
100,196,GA,0.7550077041602465,1.974066781
100,197,GA,0.7580893682588598,1.736296711
100,198,GA,0.7750385208012327,1.765768365
100,199,GA,0.7750385208012327,1.769834956
100,200,GA,0.7750385208012327,1.795612091
